index,pressao_atmosferica,pressao_max,pressao_min,velocidade_media_vento,rajada_max,radiacao,temperatura_max,temperatura_do_ar,temperatura_min,direcao_vento,temperatura_orvalho_min,temperatura_orvalho_max,temperatura_orvalho,precipitacao,umidade_relativa,umidade_max,umidade_min,MediaModuloCorrelacoes
A625,-0.28762789664963356,-0.28811082862111453,-0.2875004862126138,-0.24696942921730267,-0.19696392039225336,-0.08160297107225428,0.0012736164452344125,0.009983885992402127,0.008065139842501652,0.13201814374408785,0.11948458750377666,0.12571738939732244,0.12690111254065958,0.19358324478297462,0.1446434553266967,0.15067067797292374,0.1335638485361664,0.1490988608382305
A626,-0.17799185411296958,-0.1788529975100514,-0.17731346606057963,-0.08341904419641118,0.0013453025322171376,0.0019318389529461137,0.17666525572183508,0.17924350224287322,0.17960687993924296,0.46246191848385027,0.29585644580617404,0.2851808870991363,0.2909588114471395,0.24205118756649466,0.6632743522797764,0.6608759157018764,0.6661236749636654,0.2778325490951317
A627,-0.23055455454708343,-0.14538493837750469,-0.14599696057999295,0.08718691533640832,0.10261294341070654,0.2465888278258384,0.20493413804948718,0.19967077770986605,0.2018077062939128,-0.02551035224629441,0.177722771648206,0.19599503794047632,0.1853054971056969,0.2697119307500864,0.31268362916396064,0.33508903541797846,0.29243488144047747,0.19759946457905747
A628,0.005020691516490968,0.005689589494625429,0.005403723105223121,-0.23018471093701362,-0.09098122161395415,0.0638049650794381,0.2115774597939927,0.21769942572025452,0.21706418217897216,0.43043325141409505,0.3187742791297928,0.30928490610610143,0.31305539186149717,0.3477287783811661,0.33566974016066364,0.34579548768791646,0.32875924912276017,0.22217217960611516
A629,-0.20293214178965566,-0.20230804138927677,-0.20328195973256669,0.2855355533929786,0.3017831248482482,0.24330174422471804,0.278757755097388,0.2859865744998983,0.29738504315613357,-0.23646257354416972,0.22513761806267985,0.22319872208287736,0.2241512049583206,0.3250079312669855,0.2279860254478644,0.22152840362878626,0.22107570847690441,0.24740118385879128
A630,-0.34777107094358667,-0.3479709232626083,-0.3472500817532902,0.2785083659733359,0.3434874771294766,0.25156846508058983,0.2185691111489423,0.22672704781577332,0.23117957822566218,-0.018008491892672156,0.279242344717494,0.2769220147697632,0.2782989223578433,0.35385488539202786,-0.15756421583143054,-0.18190307823862462,-0.11934444663808164,0.2504806188924237
A635,0.051095687176562696,0.014338708267901203,0.09591235067135206,0.05349775168720034,0.09279156904598702,-0.16049310117049898,0.21342452506475154,0.21447009071301995,0.2139165224665058,0.1963487942162528,0.1614878487568927,0.13689321984513153,0.1451994961626173,0.20417457133957034,0.22527968871065046,0.19896831014180286,0.22839996118610154,0.15333483509545875
A636,-0.08767083035805051,-0.0871287607298291,-0.08744899128935021,0.06386087092582537,0.08994637180814401,0.07386815386867773,0.2595670614199233,0.26670355582595034,0.270970792241438,0.24415420151464973,0.3750195727185508,0.3688795132180197,0.3709964457690338,0.36097059564053513,0.3819144135867711,0.39630746586650845,0.37685003379073195,0.2448386841512935
A652,-0.22111902487087373,-0.22167555255542754,-0.22098689377590672,-0.29994763901621874,-0.2962072522114768,0.1517759053881798,0.10568237482474938,0.11427385294739989,0.12116255456523342,0.32960446867109033,0.2099197874802741,0.20242317592771736,0.20661122847226837,0.32156201600261813,0.32892673463098004,0.4345852639802954,0.43751718034144665,0.24846946503895034
A659,-0.3642533653230419,-0.3641012594480733,-0.36332721415115493,-0.22979584983884976,-0.21558692530790885,-0.020393149016205925,0.17434972130725654,0.177742793921949,0.18015099979771135,0.21386239457661543,0.31333804444337343,0.3222127395359279,0.3172461868291727,0.34778804975176064,0.46363943264903196,0.46865440749620296,0.4747518857739195,0.29477614230400917
A667,-0.10549707676732727,-0.17368700297891246,-0.17315584475484755,-0.2152009640820366,-0.18135078325997245,0.21429225174825717,0.2531950563474738,0.257894253214124,0.2509646508950417,0.2742668384457523,0.3288576700036604,0.32673238045153286,0.33138940897550506,0.3912100019704706,0.26435890556964586,0.2713580046110507,0.2780327479832865,0.2524378730622881
